6665,SI,NO,NO,NO,20001,1501,55501
6666,SI,NO,NO,NO,20002,1502,55502
6667,SI,NO,NO,NO,20003,1503,55503
6668,SI,NO,NO,NO,20004,1504,55504
6669,SI,NO,NO,NO,20005,1505,55505
6670,SI,NO,NO,NO,20006,1506,55506
6671,SI,NO,NO,NO,20007,1507,55507
6672,SI,NO,NO,NO,20008,1508,55508
6673,SI,NO,NO,NO,20009,1509,55509
6674,SI,NO,NO,NO,20010,1510,55510
6675,SI,NO,NO,NO,20011,1511,55511
6676,SI,NO,NO,NO,20012,1512,55512
6677,SI,NO,NO,NO,20013,1513,55513
6678,SI,NO,NO,NO,20014,1514,55514
6679,SI,NO,NO,NO,20015,1515,55515
6680,SI,NO,NO,NO,20016,1516,55516
6681,SI,NO,NO,NO,20017,1517,55517
6682,SI,NO,NO,NO,20018,1518,55518
6683,SI,NO,NO,NO,20019,1519,55519
6684,SI,NO,NO,NO,20020,1520,55520
6685,SI,NO,NO,NO,20021,1521,55521
6686,SI,NO,NO,NO,20022,1522,55522
6687,SI,NO,NO,NO,20023,1523,55523
6688,SI,NO,NO,NO,20024,1524,55524
6689,SI,NO,NO,NO,20025,1525,55525
6690,SI,NO,NO,NO,20026,1526,55526
6691,SI,NO,NO,NO,20027,1527,55527
6692,SI,NO,NO,NO,20028,1528,55528
6693,SI,NO,NO,NO,20029,1529,55529
6694,SI,NO,NO,NO,20030,1530,55530
6695,SI,NO,NO,NO,20031,1531,55531
6696,SI,NO,NO,NO,20032,1532,55532
6697,SI,NO,NO,NO,20033,1533,55533
6698,SI,NO,NO,NO,20034,1534,55534
6699,SI,NO,NO,NO,20035,1535,55535
6700,SI,NO,NO,NO,20036,1536,55536
6701,SI,NO,NO,NO,20037,1537,55537
6702,SI,NO,NO,NO,20038,1538,55538
6703,SI,NO,NO,NO,20039,1539,55539
6704,SI,NO,NO,NO,20040,1540,55540
6705,SI,NO,NO,NO,20041,1541,55541
6706,SI,NO,NO,NO,20042,1542,55542
6707,SI,NO,NO,NO,20043,1543,55543
6708,SI,NO,NO,NO,20044,1544,55544
6709,SI,NO,NO,NO,20045,1545,55545
6710,SI,NO,NO,NO,20046,1546,55546
6711,SI,NO,NO,NO,20047,1547,55547
6712,SI,NO,NO,NO,20048,1548,55548
6713,SI,NO,NO,NO,20049,1549,55549
6714,,NO,NO,NO,20050,1550,55550
